sc_index	sc_id	sc_title	sc_url
233	1786422903	FLAVIO RESTA - LAWBREAKER	https://soundcloud.com/flavioresta/flavio-resta-lawbreaker
234	1735510692	FLAVIO RESTA - BITCH	https://soundcloud.com/flavioresta/bitch
235	2046168228	In Verruf - I see the devil (vengeance schranz edit) Free Download	https://soundcloud.com/user-482298203/in-verruf-i-see-the-devil-vengeance-schranz-edit
236	2074795980	SPIRIT - DR. GAERTNER	https://soundcloud.com/cool-tracks-records/spirit-dr-gaertner
237	2037109921	HUGOBASS303 - OBSESION (ROVA01)	https://soundcloud.com/raveout500/hugobass303-obsesion-rova01
238	1927100570	SAME - GUAYABO - [FREEDL003]	https://soundcloud.com/hardbrutality/same-guayabo-freedl003
239	2013695759	Hay Lupita (HardBounce Bootleg)	https://soundcloud.com/prod-by-mtz/hay-lupita-hard-bounce-remix-ft-firefightek
240	2069846996	MARIA EH - ArceX (REWORK)	https://soundcloud.com/marc-arce-902326877/maria-eh-eh-arceeexx
241	2159034684	Sandwicho - Nadie Se Muere (Free Download)	https://soundcloud.com/niitromadrid/sandwicho-nadie-se-muere
242	2039344712	WELCOME (ZENEA remix) [FREE DL]	https://soundcloud.com/zeneamusic/welcome-remix
243	2183381923	RYX - Alles Brennt (Nachtigaller Remix)	https://soundcloud.com/ryxtrax/alles-brennt-nachtigaller-remix
244	2172464868	MOTO MOTO	https://soundcloud.com/riana-holley/riana-holley-moto-moto-self
245	2187090528	PREMIERE033: DAVE75 - VEN PA' CA	https://soundcloud.com/240kmhk/premiere033-dave75-ven-pa-ca
246	2182259227	NoGenre - All Clear [UNDRGRNDSPORTS]	https://soundcloud.com/undrgrndsports-records/nogenre-all-clear
247	2212428407	DVAID x SERAFINA - CONAN x XENIA (REMIX)	https://soundcloud.com/dvaid_techno/serafina-x-dvaid-conan-x-xenia
248	2216595692	PREMIERE035: SZG - LOLLAPALOOZA	https://soundcloud.com/240kmhk/premiere035-szg-lollapalooza
249	1223002588	Umek - Gatex (Golpe HT Rework)	https://soundcloud.com/user-10657612/umek-gatex-golpe-ht-rework
250	2206115567	ANGEL WINGS	https://soundcloud.com/wilderichofficial/angel-wings
251	2220543944	HUMAN ERROR - SMOKIN' AH	https://soundcloud.com/240kmhk/human-error-smokin-ah
252	1942627659	Puta Rara (Free DL)	https://soundcloud.com/luke_power04/luke-power-puta-rara-free-dl
253	2215257224	Paralich - Nuevayol (Bootylicious Edit)	https://soundcloud.com/dead-end1/paralich-nuevayol-bootylicious-edit
254	384450854	(FREE DOWNLOAD) Dj Slugo - Wouldn't You Like To Be a Ho Too (SveTec HT Rework)	https://soundcloud.com/svetec/dj-slugo-wouldnt-you-like-to-be-a-ho-too-svetec-ht
255	2216544716	O.B.I. - Underground [TG35]	https://soundcloud.com/technogermany/obi-underground-tg35
256	2105296956	Paula Hartmann - 7 Mädchen (RYX Schranz Rework)	https://soundcloud.com/ryxtrax/paula-hartmann-7-maedchen
257	2181546859	Antonym - Bass Go (Zeltak Schranz Edit) [FREE DOWNLOAD]	https://soundcloud.com/zeltak_techno/zeltak_bass_go
258	1964435691	Alice Deejay - Better Off Alone (Schranz Rework) FREE DL	https://soundcloud.com/mightbetwins/better-off-schranz-rework-free-dl
259	2008512007	Disclosure - You And Me (Schranz Edit) FREEDL	https://soundcloud.com/xandia_music/disclosure-you-and-me-schranz-edit
260	1801751997	NØNAME - Jamaican	https://soundcloud.com/nonamewav/noname-jamaican-1
261	1889525343	Warriors Dance (Dirtytech Schranz Edit/Free DL)	https://soundcloud.com/realdirtytech/warriors-dance-dirtytech-schranz-edit
262	2054579796	Ethan, Alextrackone & Napo - In My Heart (Vlace Schranz Rework)	https://soundcloud.com/vlacemusic/ethan-dj-napo-alex-trackone-1
263	2101012599	David Löhlein | Traum (Schranz Remix - ExotiX)	https://soundcloud.com/exotix-762178248/david-loehlein-traum-schranz-1
264	2182116195	Linkin Park - Numb (Schranz Edit) FREE DL	https://soundcloud.com/mightbetwins/linkin-park-numb-schranz-edit-free-dl
265	2108942508	jolle - alle märchen sind gelogen (VERBRⱯUCHT Schranz Edit)	https://soundcloud.com/bacaradz/fb1bb64a-382a-47de-8c72-533be8d79857
266	2078997148	Lina Maly - Als du Gingst (SCHRANZ EDIT) (FREE DL)	https://soundcloud.com/maeximum_music/lina-maly-als-du-gingst-contec-edit-rmx-by-maeximum
267	2183381907	RYX - Feeling Alive	https://soundcloud.com/ryxtrax/feeling-alive
268	2057845312	IRRTUM - FABIOMAEN (FREE DL)	https://soundcloud.com/fabiomaen/irrtum-fabiomaen-954657121
269	2136400965	Dirtytech - Midnight Fabrik (Original Mix)	https://soundcloud.com/noisenotwar/dirtytech-midnight-fabrik-original-mix-2
270	2202258027	FACESHIFT (5k SPECIAL)	https://soundcloud.com/nachtwasser/faceshift
271	1904799641	BAD & BOUNcy [FREE DL] - SANDWICHO	https://soundcloud.com/sandwichodj/bad-bouncy-sandwicho
272	2115165309	ØSLO - PAPI (BNCD01) (Free Download)	https://soundcloud.com/bouncedealers/oslo-papi-bncd01-free-download-7
273	1940914327	Lorna - Papi Chulo (Boltcore Edit)	https://soundcloud.com/boltcore/papichulo
274	1814964531	C DE CAIPIRINHA	https://soundcloud.com/puch619/c-de-caipirinha-puch-x-bztn-fl
275	2009742975	VAGOS [FREE DL]	https://soundcloud.com/kachu2k/vagos-free-dl
276	1936402190	YËDM & SIEVERT SERVIERT - BOUNCECORE [FREE DL]	https://soundcloud.com/y-e-d-m/yedm-sievert-serviert-bouncecore
277	2038162296	Møstroh - Rave on 13th Street (Original Mix)	https://soundcloud.com/mostroh_music/rave-on-13th-street-1
278	2156429952	pinklotion & terrortussy - Halt die Fresse [UNDRGRNDSPORTS]	https://soundcloud.com/undrgrndsports-records/pinklotion-terrortussy-halt
279	2152723131	s3_e07_TheBoonDocks_dvdHardBouncedit.ARCEX	https://soundcloud.com/marc-arce-902326877/s3_e07_theboondocks_dvdhardbou
280	2162194236	SAI- IVY BOUNCE (YO QUIERO BAILAR EDIT)(FREE DL)	https://soundcloud.com/sai_aka_sai/sai-ivy-bounce
281	2082932904	ANXIETY	https://soundcloud.com/h1pnos1s/anxiety
282	2050479080	Cassia	https://soundcloud.com/boltcore/cassia
283	2007966643	DALE MAS DURO - ANOMIK.WARP (FREE DOWNLOAD)	https://soundcloud.com/user-52885163/dale-mas-duro-anomikwarp
284	2056650664	DJ KINNER X ØSLO - TOMA!!!	https://soundcloud.com/oslodj/toma
285	2067393080	Freeway, chopstick420 - G-Taxi [UNDRGRNDSPORTS]	https://soundcloud.com/undrgrndsports-records/freeway-chopstick420-g-taxi-undrgrndsports
286	2172081837	HIMNO DEL BOUNCE - R2B x DJ KINNER x ØSLO [FREE DL]	https://soundcloud.com/ride2boyz/himno-del-bounce-r2b-kinner-oslito
287	2062083668	Bb trickz, Bryant LR - Soy la Más de Espana (chopstick420 x never_AWAKE EDIT) [UNDRGRNDSPORTS]	https://soundcloud.com/undrgrndsports-records/soy-la-mas-de-espana-chopstick420-never_awake-edit
288	2117245758	Dame Dos	https://soundcloud.com/kbreyes/3f654494-6cb0-4cbe-9d87-3ca43e62fd1e
289	2150794569	LUCIID BYE BYE 34EMOTIONS SCHRANZ EDIT (FREE DOWNLOAD)	https://soundcloud.com/34emotions/luciid-bye-bye-34emotions-schranz-remix
290	2040926268	CORONAO NOW (SCHRANZ EDIT) [FREE DL]	https://soundcloud.com/dadrevofficial/coronao-schranz-edit
291	2083855806	ATB - 9PM (Till I Come) | Ornella Schranz Rework (FREEDL)	https://soundcloud.com/ornella-dj/44539d82-39c7-4cc7-b13e-e2e3173d8846
292	1729542186	Trugbild - Afterlife [Schranz|Free Download]	https://soundcloud.com/dastrugbild/trugbild-afterlife-free-download
293	1928748668	Flunkert - Heimweh	https://soundcloud.com/user-345676650/flunkert-heimweh-1
294	1791803563	Schranz With Me	https://soundcloud.com/berba77/schranz-with-me
295	2197826259	PREMIERE034: Kichta - ON FIRE	https://soundcloud.com/240kmhk/premiere034-kichta-on-fire
296	2034332852	DJ KINNER - MISS MERENGUE (ROVA01)	https://soundcloud.com/raveout500/dj-kinner-miss-merengue
297	2064884176	OUOUOU [Free Download]	https://soundcloud.com/illiamdj/ououou
298	2180647687	CHRS - Drift Mode (Original Mix)	https://soundcloud.com/galactic-harmony-records/chrs-drift-mode
299	2180647675	Burjoe - Iniesta (Original Mix)	https://soundcloud.com/galactic-harmony-records/burjoe-iniesta
300	2126533860	Cheikh - 240sx (Original Mix)	https://soundcloud.com/galactic-harmony-records/cheikh_240sx
301	2193192243	Unbenannt	https://soundcloud.com/marc-wilmes/unbenannt-1
302	1823476542	Berlin 90's	https://soundcloud.com/berba77/berlin-90s
303	2046855728	EGBERT- Dub Dub(ZETZIO Schranz Rework)FREE DL	https://soundcloud.com/zetzio/egbert-dub-dub-zetzio-2
304	1921002827	Toni Dextor - Antistat	https://soundcloud.com/adroitmusic/toni-dextor-antistat
305	2197756887	DICHTER UND DENKER [FREE DL]	https://soundcloud.com/kachu2k/dichter-und-denker-free-dl
306	2197485959	SERAFINA - FLUTE (Original Mix)	https://soundcloud.com/serafinaaa/serafina-flute-original-mix
307	2199223595	Aligned 002 - jamadam	https://soundcloud.com/aligned-cph/aligned-002-jamadam
308	2198171255	Aligned 002 – hoelub	https://soundcloud.com/aligned-cph/aligned-002-hoelub
309	2170701069	Kamäleon - Quadrat	https://soundcloud.com/polyamor-berlin/kamaleon-quadrat
310	2126610591	1993 (chopstick420 x never_AWAKE EDIT) [UNDRGNDSPORTS]	https://soundcloud.com/undrgrndsports-records/hemso-1993-chopstick420-x
311	2094846795	Take that	https://soundcloud.com/narcx-mdz/take-that
312	2104311618	F-17 - SHAKE IT	https://soundcloud.com/mam-recordsx/f-17-shake-it
313	2167093803	HUMAN ERROR - EL DISCO GORDO (10K EDIT)	https://soundcloud.com/humanerror_wav/human-error-el-disco-gordo-10k-edit
314	2127750075	CHOPIT (Original Mix)	https://soundcloud.com/atramdj/atram-chopit-original-mix
315	2167518510	Tanzen	https://soundcloud.com/paracek/tanzen
316	2100910017	Insomnia - Ueberrest [Schranz Edit]	https://soundcloud.com/user-901503007/insomnia-ueberrest-schranz-edit
317	2116010478	Funk Tribu - Azul (Rudosa Schranz Edit) (FREE DOWNLOAD)	https://soundcloud.com/rudosamusic/funk-tribu-azul-rudosa-2
318	1444653751	SINNER - FRENCH KISS	https://soundcloud.com/240kmhk/sinner-frenchkiss
319	2191127731	DOCTOR MÜCKE - HALARA	https://soundcloud.com/doctormuecke/halara
320	2132038404	HUMAN ERROR - STREETFIGHTER ARCADE	https://soundcloud.com/humanerror_wav/human-error-streetfighter
321	2135266365	ME PORTO BONITO (DOCTOR MÜCKE EDIT)	https://soundcloud.com/doctormuecke/me-porto-bonito-doctor-muecke-edit
322	2044133032	BREAK THE SILENCE | SVENSON & ARKINSON | BAIRD SCHRANZ REWORK	https://soundcloud.com/bairdmusic/break-the-silence-svenson
323	2045197080	CRY FOR YOU (MMT SCHRANZ EDIT)	https://soundcloud.com/mmtfr/cryforyou-schranz-edit
324	2022689624	SCHRANZ KRAVIZ (FREE DOWNLOAD)	https://soundcloud.com/hiddenacademy/schranz-kraviz-free-download
325	1978059151	SCHRANZ BRUDER (Original Mix) (FREE DOWNLOAD)	https://soundcloud.com/hiddenacademy/hidden-academy-schranz-bruder
326	1949838643	CLC - Lips Like A Morphine (Original Mix)	https://soundcloud.com/tekgenacademy/fran-gomez-no-game-original
327	2031614008	SveTec, Kaori - Let's Scream	https://soundcloud.com/madmaderec/svetec-kaori-lets-scream
328	2084892954	DREY - The Present Is Now	https://soundcloud.com/kkula-label/03-drey-the-present-is-now-2
329	1999729983	SCHRANZ ON ACID [FREE DOWNLOAD]	https://soundcloud.com/hectic-cologne/hectic-schranz-on-acid1
330	2029392708	Nero - Won't You Be There (Inductor Schranz Remix) (FREEDL)	https://soundcloud.com/inductordx/nero-wont-you-be-there-inductor-remix
331	2102000193	FUNK IT UP (Original Mix) (FREE DOWNLOAD)	https://soundcloud.com/hiddenacademy/funk-it-up-original-mix
332	2133853305	Members Of Gay Day - SOLYD Schranz Remix [FREE DOWNLOAD]	https://soundcloud.com/solydtechno/members-of-gay-day-solyd-schranz-remix-free-download
333	2120606022	Turn Up The Bass (FREEDL)	https://soundcloud.com/inductordx/inductor-turn-up-the-bass-1
334	2084892948	GNRØ - Payback	https://soundcloud.com/kkula-label/06-gnro-payback-5
335	1741322235	Don't Look Back	https://soundcloud.com/konstrukt_alliance/dont-look-back
336	1944503423	Do you wanna dance KX CHR (Semtex Schranz Edit)	https://soundcloud.com/daniel-enright-681256142/do-you-wanna-dance-kx-chr-semtex-schranz-edit
337	2120606025	Come Closer (FREEDL)	https://soundcloud.com/inductordx/inductor-come-closer-2
338	1923398534	Peryl - Restrained Devotion (Ben Techy x Weibel Hard Techno/Schranz Edit) [FREE DL]	https://soundcloud.com/bentechy/peryl-restrained-devotion-ben-techy-x-weibel-hard-techno-schranz-edit
339	2037039140	Premiere: PRAKAS - Jump Beats [Audiocode]	https://soundcloud.com/markedamsterdam/premiere-prakas-jump-beats
340	1829138214	GNRØ - Arkade [NSS007] | Free DL	https://soundcloud.com/noss-label/free-dl-gnro-arkade-nss007
341	2085467040	Don't Say A Word - Kander (SEMTEX Schranz EDIT)	https://soundcloud.com/daniel-enright-681256142/dont-say-a-word-kander-semtex-schranz-edit
342	1540968739	Charlotte De Witte - Sagadi Li Mi (COIL Schranz Edit) FREE DOWNLOAD	https://soundcloud.com/coilmusicc/charlotte-de-witte-sagadi-li-mi-coil-schranz-edit-free-download
343	1997341467	TIËSTO - LETHAL INDUSTRY (SCHRANZ REMIX by ANTIK & ZECHNASS) / 𝐅𝐑𝐄𝐄 𝐃𝐎𝐖𝐍𝐋𝐎𝐀𝐃	https://soundcloud.com/zechnass/tiesto-lethal-industry-schranz-rework
344	2076484848	Ueberrest | Back Again (Schranz Remix - Exotix)	https://soundcloud.com/exotix-762178248/uberrest-back-again-schranz
345	1803872148	Edward Maya & Vika Jigulina - Stereo Love (CØDEC Schranz Edit) *FREE DOWNLOAD*	https://soundcloud.com/codec_techno/edward-maya-vika-jigulina
346	2019903645	Don't Go SEMTEX x KAM	https://soundcloud.com/daniel-enright-681256142/dont-go-semtex-x-kam-2
347	1968132587	SOLYD - FREAK OUT - Free download (RR001)	https://soundcloud.com/solydtechno/solyd-freak-out-free-download-rr001
348	1835522316	PSP - FEEL IT ALL (Original Mix)	https://soundcloud.com/pablo-diazdemera/psp-feel-it-all-original-mix-1
349	1649242041	Noise Not War - Beat You Back (Original Mix) [DGR110]	https://soundcloud.com/darkgroundrecords/noise-not-war-beat-you-back-original-mix-dgr110
350	1858681908	Paradise Pulse (FREE DOWNLOAD)	https://soundcloud.com/realdirtytech/paradise-pulse-free-download
351	1928642261	SILENCE | DELIRIUM [BAIRD SCHRANZ EDIT]	https://soundcloud.com/bairdmusic/delirium-silence-baird-1
352	1834911093	BK - Revolution | KSN Schranz Rework	https://soundcloud.com/ksn1/rv-155-master1
353	2031180668	YOSOYMALA - PICHI	https://soundcloud.com/cool-tracks-records/bbtrickz-pichi
354	1963073251	CANUMABOYS x DVAID - KIKI	https://soundcloud.com/dvaid_techno/bibi_v2-w-canumaboys
355	2119800981	CANUMABOYS - HIIIBABY	https://soundcloud.com/mam-recordsx/canumaboys-hiiibaby
356	1894026147	NOT DAT (FREE DL)	https://soundcloud.com/canumaboyss/not-dat
357	1934845910	KHALIFA pres. Kamäleon - Flute Song (FREE DL)	https://soundcloud.com/kamaleon/khalifa-pres-kamaleon-flute-song-bounce
358	2098974693	LA BONITA	https://soundcloud.com/technogeorge1/e9670bfe-c293-48c9-b195-454a534e2c71
359	1785598428	ABAJO	https://soundcloud.com/esca_kassel/abajo
360	2148902688	BOMBA (FREE DL)	https://soundcloud.com/nevermindmusicpro/bomba-free-dl
361	2161391391	Tonight (We Are Young)	https://soundcloud.com/part-time-killer/ptkparacekweareyoung
362	2154186726	[FREE DL] KØDA - CON LA MANO EN LA RODILLA	https://soundcloud.com/no-rules-sound-label/free-dl-koda-con-la-mano-en-la-rodilla
363	1994868603	dance with me	https://soundcloud.com/mrpinklotion/dance-with-me
364	2069437316	DERJAY - ALL EYES ON ME (ft. HANZO) (R165)	https://soundcloud.com/round165/derjay-hanzo-alleyesonme
365	2004241231	Harry Bouncer [FREE DL]	https://soundcloud.com/liyo_official/harry-bouncer
366	2039957672	ESCA - ZIPLOCK	https://soundcloud.com/kinky-promise/esca-ziplock
367	2133781023	LA SALSA - SØMOS, DJ KINNER & ØSLO	https://soundcloud.com/cool-tracks-records/la-salsa-somos-dj-kinner-oslo
368	2091771375	SWITCH	https://soundcloud.com/ademesofc/switch
369	2089810671	Wambologia [FREE DL]	https://soundcloud.com/liyo_official/wambologia
370	2096113401	NACHTWASSER - G-FORCE (R165)	https://soundcloud.com/round165/nachtwasser-g-force
371	2124018843	FREE DOWNLOAD // NACHTWASSER - SCHNELLE BEATS	https://soundcloud.com/newglam/free-download-nachtwasser-schnelle-beats
372	2152956909	A$AP ROCKY - PMW (STONY HAWK EDIT)	https://soundcloud.com/stony-hawk/aap-rocky-pmw-stony-hawk-edit
373	2137992747	Fred Again, Skepta, PlaqueBoyMax - Victory Lap (RABE RAX Edit)	https://soundcloud.com/galactic-harmony-records/victory-lap-rabe-rax-flip_v4-2
374	2153836440	R4PID - Meet Me at the Victory Lap [MASHUP] (Orig. by Armin Hermann / RABE RAX)	https://soundcloud.com/user-416263085/meet-me-at-the-victory-lap-mashup
375	2171629728	The Weeknd -  Cry For Me (WILDERÍCH REMIX)	https://soundcloud.com/wilderichofficial/the-weeknd-cry-for-me
376	1600231815	PROJECT X	https://soundcloud.com/wilderichofficial/project-x
377	1950462971	STAUB - NEW FRAMES (LUZIUS SCHRANZ REWORK) FREE DOWNLOAD	https://soundcloud.com/luziusmusic/staub-schranz-edit-triptyk-samples
378	2168138673	GIØ X FLAVIO RESTA - PAPI	https://soundcloud.com/millirecs/gio-x-flavio-resta-papi
379	2064275436	A.T.E.K - Delerium Silence (Schranz Rework) FREEDOWNLOAD	https://soundcloud.com/alle_tanzen_emma_klatscht/atek-delerium-silence-schranz-rework-freedownload
380	1712742147	KETA UND KRAWALL (Remix)	https://soundcloud.com/janisgruber/keta-und-krawall-remix
381	1922043620	demontime x zombie1000 - Make it Clap (FREE DL)	https://soundcloud.com/demontime66/makeitclap
382	2113018974	Broken Gameboy 3000	https://soundcloud.com/maskiert/brokengameboy3000
383	2169020496	MARIO vs LUIGI [FREE DL]	https://soundcloud.com/francesco-graffigna/mario-vs-luigi
384	1931591969	Mind X - Love, Freedom, Tolerance (KSN Schranz Rework) [MORCSS014] ~ free dl	https://soundcloud.com/ministry_of_rave_culture/mind-x-love-freedom-tolerance-ksn-schranz-rework-morcss014
385	2022750812	Ueberrest | The Heat (Schranz Remix - ExotiX)	https://soundcloud.com/exotix-762178248/uberrest
386	2128252053	Ben Techy - Kein Vorbei [TG31]	https://soundcloud.com/technogermany/ben-techy-kein-vorbei-tg31
387	2176651332	Nightchop - You Know It's	https://soundcloud.com/gulligangrecords/youknowits
388	1941723611	Kichta - Make It Far	https://soundcloud.com/kichta-music/kichta-make-it-far
389	2156956947	G-RAVE	https://soundcloud.com/wehavefunmusic/g-rave
390	2149957224	Nachtwasser - STIMME IM KOPF	https://soundcloud.com/mam-recordsx/stimme-im-kopf-nachtwasser
391	2043219352	U96 - CLUB BIZARRE (nachti edit) (FREE DL)	https://soundcloud.com/nachtwasser/club-bizarre
392	2121090009	MINGO	https://soundcloud.com/nachtwasser/mingo
393	2140166196	SUMMER (3K SPECIAL)	https://soundcloud.com/nachtwasser/summer
394	1915659992	Boltcore - Riot (Original Mix)	https://soundcloud.com/galactic-harmony-records/boltcore-riot-original-mix
395	1886518584	WILDERÍCH - MWANCHAPI	https://soundcloud.com/galactic-harmony-records/wilderich-mwanchapi
396	2116247124	DJ HOTMAIL - ICED MATCHA LATTE	https://soundcloud.com/gulligangrecords/dj-hotmail-iced-matcha-latte-5
397	1983483087	RITTEK - No Prepare	https://soundcloud.com/gulligangrecords/no-prepare
398	2172468435	PREMIERE031: GIØ - YAKISOBA	https://soundcloud.com/240kmhk/premiere031-gio-yakisoba
399	1797488284	SoulTrain - Geck-o (SEMTEX Schranz Edit)	https://soundcloud.com/daniel-enright-681256142/soul-train-n-ryte-edit-final-version
400	2093053743	$uicideboy$ - LTE | VRTGØ Schranz Rework (FREEDL)	https://soundcloud.com/vrtgomusic/lte-schranz-rework
401	2116627158	Luciano - Bamba (Jannik van der Vegt & unvrnft Edit)	https://soundcloud.com/galactic-harmony-records/luciano-bambajannik-van-der-vegt-unvrnvft-edit-ghmaster1-1
402	1974448695	John Summit - Where You Are (Nachtigaller & CØDEC HT Schranz Rework)	https://soundcloud.com/nachtigaller_techno/where-you-are-ht-rework
403	2118680265	TECHNIKAL X STEVE HILL - SHOUT (FABIOMAEN SCHRANZ REMIX)	https://soundcloud.com/fabiomaen/technikal-x-steve-hill-shout-8
404	2118729756	Kid Francescoli - Moon (Summit & RYX Emotional Schranz Edit)	https://soundcloud.com/summitde/kid-francescoli-moon-summit-1
405	2067709408	KIDS  - SCHRANZ EDIT	https://soundcloud.com/user-610337969/kids-schranz-edit
406	1853648466	RYX - Memories (Free Download)	https://soundcloud.com/synonymcologne/ryx-memories
407	82598840	Bentech - Emotional	https://soundcloud.com/bentech/bentech-emotional-free
408	2106591867	Morgann Seatree - Say My Name (Schranz rework) FREE DL	https://soundcloud.com/les-garcons-pleurent/lesgarconpleurent-smn-schranz-rework
409	2091101208	Clouds - Come With Me [SPDY Schranz Edit]	https://soundcloud.com/spdydj/clouds-come-with-me-spdy-2
410	2122255254	U96 - Club Bizzare (ACOR HT Rework) [FREE DOWNLOAD]	https://soundcloud.com/acortechno/u96-club-bizzare-acor-ht-1
411	1811247318	Dominica - Gotta Let You Go (CHEWY SCHRANZ EDIT) [MSTR]	https://soundcloud.com/chewytechno/dominica-gotta-let-you-go-chewy-schranz-edit-mstr-1
412	1881010398	Boltcore X brvder jakob - Siempre	https://soundcloud.com/gulligangrecords/boltcore-x-brvder-jakob
413	1295341549	We Are The People (southstar Remix)	https://soundcloud.com/user-894394120-615016070/we-are-the-people-remix
414	1990299391	Schrotthagen - Pain In My Heart (Noise Not War Schranz Remix)	https://soundcloud.com/noisenotwar/free-dl-schrotthagen-pain-in-my-heart-noise-not-war-schranz-remix
415	2069436156	M83 - My Tears Are Becoming a Sea (Summit & RYX Emotional Schranz Edit)	https://soundcloud.com/summitde/m83-my-tears-are-becoming-a-sea-summit-ryx-emotional-schranz-edit
416	2007082731	CHRYSTAL - THE DAYS (NOTION REMIX) [HELLBOUND! EDIT]	https://soundcloud.com/itshellbound/thedayshellboundschranz
417	1603651203	RÜFÜS DU SOL - INNERBLOOM (HOEHENANGST HT REMIX) [IRDL003] FREEDL	https://soundcloud.com/influenceireland/rufus-du-sol-innerbloom-hoehenangst-ht-remixirdl003-freedl
418	1807013583	Y.oshit - Nico Monaco (Bonus Track)	https://soundcloud.com/newglam/yoshit-nico-monacobonus-track
419	2100771294	No Drama - Negitiv & MAHTAL (Original Mix)	https://soundcloud.com/blackworksclub/negitiv-mahtal-no
420	1684898691	227Kg	https://soundcloud.com/pegassimusic/500pounds
421	2064029488	MOTZ Premiere: Jesooria - Pentada [Free Download]	https://soundcloud.com/motztechno/motz-premiere-jesooria-pentada-free-download
422	2014716455	H3ADS R0LLING (FREE DOWNLOAD)	https://soundcloud.com/infurcht/h3ds-r0lling
423	1941933119	Moment (Flunkert Schranz Rework)[FREE DL]	https://soundcloud.com/flunkert/moment_flunkert-rework
424	1813465689	[FREE DL] Noise Not War - Heckmeck (Haftbefehl Schranz Edit)	https://soundcloud.com/noisenotwar/free-dl-noise-not-war-heckmeck-haftbefehl-schranz-edit
425	2110382772	TRIPTYKH - Jump	https://soundcloud.com/triptykh/triptykh-jump-2
426	2059315176	U96 - Club Bizarre (Flunkert Rework)[FREE DL]	https://soundcloud.com/flunkert/u96-club-bizarre-flunkert-rework
427	2112258366	FULLCLIP - NEVER WANTED IT TO END (Ben Techy Hard Techno/Schranz Edit) [FREE DL]	https://soundcloud.com/bentechy/fullclip-never-wanted-it-to-end-ben-techy-hard-technoschranz-edit-free-dl
428	2157492876	Gangstas	https://soundcloud.com/kobosil/gangstas
429	1341910918	We Are The People (Southstar Remix) SPEEDUP	https://soundcloud.com/s4kkk/we-are-the-people-southstar-remix-speedup
430	1899739581	What's a Girl to Do in 2026	https://soundcloud.com/neofx/whats-a-girl-to-do-trance-remix
431	2052576576	GIØ x DJ HOTMAIL - VACUUM	https://soundcloud.com/giowaw/gio-x-dj-hotmail-vacuum
432	1863055284	Zentorno ( Free Download )	https://soundcloud.com/giowaw/zentorno
433	1973525911	HUMAN ERROR, Flavio Resta, Hederae - Hydrogen	https://soundcloud.com/sinex-292805321/human-error-flavio-resta
434	2150495124	Totaltism | Hard Bounce | Random mix	https://soundcloud.com/janxadam/totaltism-random-set-5
435	2135882820	[TI-S006] ninnidslvx - LIVID	https://soundcloud.com/trance-italy/ninnidslvx-livid
436	1894026141	RED DOT	https://soundcloud.com/canumaboyss/red-dot
437	2038950684	GIØ - MAHACCA	https://soundcloud.com/mokinauk/gio-mahacca-1
438	2052923680	GIØ - KATSEGÚ	https://soundcloud.com/giowaw/gio-katsegu
439	2062164192	Glen West - At Night (EDIT)	https://soundcloud.com/glenwestt/68e778d4-7b62-4fee-af14-3c5ac66a0f77
440	2065134708	Flo Rida - Right Round (DJ Achim Feuervogel Edit)	https://soundcloud.com/galactic-harmony-records/flo-rida-right-round-dj-achim-feuervogel
441	2083418979	Stay High	https://soundcloud.com/ueberrest/stay-high
442	2079085508	Make It Right	https://soundcloud.com/part-time-killer/make-it-right
443	1893163173	2HOT2PLAY - Keep The Balance [Hot Meal Brigade Vol.3]	https://soundcloud.com/hotmealrecs/2hot2play-keep-the-balance
444	1920308852	Pumped Loud	https://soundcloud.com/noimage4/pumped-loud-1
445	1828545015	Odymel - Touch My Body	https://soundcloud.com/odymel/odymel-touch-my-body
446	1957698203	CH4N2O	https://soundcloud.com/somewhen-1/ch4n2o
447	1958081863	Next 2 Me	https://soundcloud.com/alt8official/next2me
448	2115956370	Azul (Extended Mix)	https://soundcloud.com/funktribumusic/azul-extended-mix
449	1905149399	FLAVIO RESTA X Aloc¥n - 3AM DETROIT	https://soundcloud.com/bouncevisionrecords/flavio-resta-x-alocn-3am-detroit
450	1951122455	WIMP [FREE DL]	https://soundcloud.com/kachu2k/wimppp
451	1928748947	PROJEKT PATRICK (FREE DL)	https://soundcloud.com/canumaboyss/projekt-patrick
452	2044042764	Riana Holley - YOU KNOW	https://soundcloud.com/bouncevisionrecords/riana-holley-you-know
453	2035175160	Maddix - Sound Of The Underground (Soundmasterz Schranz Edit) *CLICK BUY FOR FREE DOWNLOAD*	https://soundcloud.com/soundmasterzofficial/sound-of-the-underground
454	2017518793	Avicii - Levels (Switch Hanzo Schranz Rework) [FREE DOWNLOAD]	https://soundcloud.com/switchhanzo/avicii-levels-switch-hanzo-2
455	1974100883	DROPFIRST - Your Pum Pum	https://soundcloud.com/sys-systolic/dropfirst-your-pum-pum
456	1995024483	Losing Control (DRAKK EDIT)	https://soundcloud.com/drakkofficial/losing-control-drakk-edit-2
457	2110382778	TRIPTYKH - Anomaly	https://soundcloud.com/triptykh/28360c75-ba6c-41c2-96c3-8979a64f6277
458	1925788553	Paull - WE R BACK (FREE DOWNLOAD)	https://soundcloud.com/paull_music/we-r-back
459	2066836116	Derb - Derb (SCHAAR Schranz Edit)	https://soundcloud.com/iamschaar/derb-derb-schaar-schranzformation
